label,title,text
1,Not like the good ole days,"My grandmother had had one of these mixers forever and swears by them to make her divinity and meringues. She uses her Kitchen Aid for most things but without the Sunbeam she has been unable to make many of her goodies we have grown to love. We finally found this one on Amazon and she was so excited to get it for Christmas. This one however is made almost entirely of plastic and is cheaply made unlike the Kitchen Aid. The reason we like this one so much is of the high quality glass bowls included and the assortment of beaters that are included. I just wish Sunbeam would make a version of this mixer made of metal like the Kitchen Aid. This one costs 1/3 the price of a Kitchen Aid, so it is a good value provided it lasts as long."
1,Best thing I've gotten in a while,"I need to add more fiber and potassium to my diet. I used to make smoothies and have a Vitamix which is the bomb. But it's a pig to lug out when i just want one smoothie for myself. I think that's why I stopped making smoothies. So I started looking into personal/mini blenders and saw this. The amount of positive reviews is impressive and here's another one. This does exactly what I want. It allows me to quickly and easily puree some fruits and spinach with a little milk and some protein powder. It handles everything perfectly, but does trip over the spinach SLIGHTLY. There are usually a few bits of spinach lives left in the holes in the housing around the blades. But just a tiny amount. Other than that, which is nothing, it's exactly what I needed and wanted. This is a nifty addition to my kitchen and will get used for lots of things."
1,Fast Read,"I do enjoy these books, but they are all starting to sound the same. Always the torchered soul finding love after hundeds or thousands of years.I do like the characters. I read Acheron first before realizing it was #12 so commited myself to the series,but am groing tired of the same plot."
1,If only we had known this information at puberty!!!!,Toni Weschler has given women (and men) a great tool for understanding the mysteries of the female body. She is so thorough that I know if I have a question relating to my cycle and/or body that I just need to pull out her book. If only we were taught this information upon reaching puberty!!! I am waiting for another book from Toni Weschler.
0,Kick to the Groin,"Send this movie to the Smithsonian. It is by far the worst movie I have ever seen -- and I've seen ""A Gnome Named Gnorm"" starring Anthony Michael Hall, ""Ishtar"" starring Beatty and Hoffman, and ""Young Einstein"" starring Yahoo Serious. I would rather someone jam something sharp into my eye than watch this debacle again."
0,I was stupid enough to buy two of these cameras.,"I purchased two of the RCA digital cameras 11/02, one as a gift for my son. They took very nice photos. Exactly one year after purchase, my battery compartment cover cracked and the camera became useless. The same thing happened to my son's camera at almost the same time. As the covers were attached only by two small screws, I assumed (my first mistake)I would be able to order replacement parts and have two working cameras. I got nothing but the run-around from RCA customer ""service,"" and the generous ""offer"" of allowing me to buy two replacement cameras for a couple hundred dollars. They refused to allow me just to buy the parts. I will never buy another RCA product and will make sure as many poeple know it as possible."
1,Awesome and simple!,"After reading the other reviews, I realized that this invested would be a great one, and it is TRUE!Easy to hook up (red, white, yellow cables - your own) from VCR out to Canopus device.Firewire to firewire.As a Mac use, I used iMovie to import movie - you won't hear the audio on import, but will on playback and editing.SUPER!"
0,Hamed is the biggest joke ever!,"I classify the greatest day in my life the night Barrera knocked Hamed from corner to corner and gave him his first official lose. Hamed never fought anyone, Kevin Kelly doesn't count because Kelly was old, in his prime Kelly would have destroyed Hamed. All that aside, I checked out the book from my local library and read through it the other day and I must say it is terrible. I find it totally one sided, Evans is in love with Hamed. He wants to be Hameds husband aparently, because I havent seen [behind] kissing like that for ever! He makes Hamed sound like a GOD when he is merly a pitiful boxer and 2nd rate man from what I read in Boxing Monthly. Can you say 11 kids out of wedlock; him and Oscar are battling for Dead Beat Dad awards! I hope a book is released from a person who isnt looking to kiss [behind], and tell the truth about a guy who is cocky, arogant to fans and fellow boxers not to mention a bad human being!"
1,booster seat boy,im 12 and I still likes my booster seat and i even have one at home to sit in one because they fellso good.
0,Extremely small,It says it's for 6 people but the grill is not enough for not even 2 people. It's as big as a dinner plate.Returned it before even using
1,An inspiring piece of work,"Although I could discuss their definition of Knowledge Management (KM) and therefore the distinction they make between KM and benchlearning, I found this book very, very inspiring! It provides the background to support the theories and offers a process organisations can use to incorporate learning through examples on their culture."
1,iPod/iPhone USB retractable cable,"Simply genius product!! Great product and keeps all the extra cord stored neatly. If you don't have one, buy 4!! And a price that can't be beat."
0,Very little content,"Although the demonstrations of techniques are good, be aware that 25 minutes out of only 40 is an interview with Avi Nardia and Albert Timen. The ""third party protection"" advertised on the cover takes up all 4 minutes on the DVD."
1,Raquel Rocks!!!,"You can not go wrong with Raquel Welch in leather pants, a poncho on with nothing on underneath and packing some heat!! The gang led by Borgnine is one of the best groups of idiots on the screen! My only confusion was the gunslinger in black? He appeared and disappeared without much explanation??Fun western film."
1,Watch Box Case,"The case was all that was described. It is perfect for larger faced watches. The pocket on the lid is an added feature for rings and bracelets. Overall, the case looked nice and of some quality."
0,damaged goods,"i have yet to see this movie.2 copies have both froze upat the same spot. wouldnt play on any of my dvd players.(3)amazon was great about returns and refunds, but noexplanation. avoid this movie!"
1,LOVE!,"We've used this for all 3 of our kids. Both the carseat & the stroller are tough & easy to use! Best deal & best quality! Thank you, Graco!!!"
1,Don't commit a crime in Texas,"""Texas Crime Chronicles"" is a must-read true crime book about the more newsworthy crimes which took place in Texas over recent years. There are 17 fascinating stories written by various writers and reporters. My favorites include the Diane Zamora/David Graham cadet murderers; the cheerleader mom Wanda Holloway; and Charles Whitman, the sniper in the tower. You will enjoy each story if you are a true crime fan; if you're not a true crime fan, you might become one after reading this book."
1,A Powerful Book,This is a powerful book and much of its power lies in the self revelations of the authors. They are not only excellent writers but they reveal some of their hard times and failures in a way most of us would not. You cannot help but be impressed with their decision to praise and stay faithful even in the most difficult circumstances.
1,"Modest cost, amazing results","I am new to knife sharpening and had previously found obtaining a fine edge a real mystery. The simple Lansky Deluxe devise guides the precise angle for excellent results. It does take just a little getting used to. I found it a little awkward at first and occasionally tipped the fairly narrow stones, but there is no big learning curve; with just a little practice you can turn out shaving sharp blades. If you are a knife sharpening newbie you can buy this product with confidence because it works, works well and quickly becomes easy to use. The Lansky is simple and effective and Amazon is always good to deal with."
1,Measure of this Man!,The CD was even better then I could have wished for! My only complaint is that I wish there have been more songs to listen too! Just listening to the CD makes my heart sing and my soul melt. It has all the flavor that a person could stand! Can't wait until the next CD is released! Clay just keeps getting better with every song he sings!
0,SP-D1700 no better than SP-D1600,"So. I get this new fresh from the factory SP-D1700 and it works fine, with very light use, for about 7 or 8 months. Understand, when I say ""light use"", I mean maybe one DVD a month. Then, just like the SP-D1600 it just one day stops working. I continues to load disk and once and a while it will play one for about 20 seconds, then it quits. I've written a letter to Mark Simons, Vice President for digital products division. That was three weeks ago;so far I've been roundly ignored.October 7, 2007So here is my follow up after sending my second letter to Mr Simons on August 29,2007. Still no response. I have since however, read may complaints on various about being given the run around to just being ignored by toshiba(small""t"" from now on). These are signs of a company that is in trouble. I will chalk this up to experience and stay clear of anything made by toshiba in the future. THANK YOU MR. SIMONS."
0,What happened to quality?,"I've worn Fancy Pants for many years, but these are the first I've bought in a while. They are, for the size, very skimpy. The material is noticeably thinner than in older pairs. Worst of all, there is not only no lining at all in the crotch area, the seams in that area are very thick and cut into a part of you you don't want to think about when you're going for a killer shot. Time to find another brand."
1,Always a great movie,Wow I can never get sick of this movie. No matter how many times I've seen it it is always so cool. The picture is great and the extras are even better
1,California Wine Appreciation 101,Rickman is classic in this tale of how Napa Chardonnay won a French competition in 1974. Beautifully shot--the helicopter work over the vineyards is breathtaking--this movie sits alongside Sideways and A Very Good Year in my wine appreciation library.And isn't that Mike Grgich eating a roast chicken?
1,Laura and Gail are back at it again.,"Typical Laura Crum novel but that is a good thing. Laura does not produce literary masterpieces but they are intertaining and full of horse information and knowledge. Her books are a find and great reading for horse enthusiasts. You roll those clues around in your head as she does trying to tie them together to solve the murder. I will continue to read and enjoy Ms. Crums ""horsey mysteries""."
0,"This version might be a hit in China, BUT...!","I have always loved this movie, a story based on a Mark Twain writing. I saw it last on TV years ago and wanted to get a copy for myself and for the college film class I teach. The DVD sucks! The color is off just enough to to be irritating and the initial recording is in Chinese! While you can change the language, the dubbing is off....lips moving, no words or words and people just standing there. Unless you want to waste several dollars, I would not buy this knock off copy. I did find a very scarce VHS copy which restored my sanity. I should say the purchase of the ""Chinese version"" wasn't all bad, my students got a good laugh and a lesson in purchasing DVDs."
0,Won't Play on Most DVD Players.,"I have 5 DVD players and 3 MacIntosh computers. This DVD-A disc WILL NOT play on most of my DVD (not CD) players. It will play on my computers! I have dozens of DVD-A discs , and they play on ALL my DVD players. This disc won't.I would have rated this disc higher (probably), if I could have heard it."
0,A Star For Each Fully Realized Tune,"There are only two of them on this album --- Number of the Beast and Run to the Hills. I was going to impose an additional star penalty for the pain caused by missed opportunities, lack of rehearsal time, and just plain lazy sloppiness ---- but I'm generous. The difference between the filler and the good tunes is so distinct that a serious listener would swear it's two different bands. One that has learned to play a solid fully developed tune - together in tempo - and one that can't keep simple 4/4 rock timing. I was actually quite surprised at the disparity in quality on this album as well as the lost potental of several poorly executed tracks and others that are just plain filler. I recommend downloading single tracks when it comes to Iron Maiden --- some of their tracks are outright classics."
0,No,"Fab can definetely rhyme, but his songs on this album are the same thing with the exeption of Breath. More songs about women and i am tired of hearing about it. I give him credit for rhyming though so i gave him 1 star."
1,What depeche mode might have been with female vocals,"I discovered this band by accident but I love this album in particular. The dark and moody atmosphere of the music and sensual singing really come together on this album. I am a big fan of the Depeche Mode album SONGS OF FAITH AND DEVOTION and although very different I think if you like that you will like this. Mode has a lot more up tempo songs and the mode stuff is harder but its the tech stuff and the feel that are similar.I also like a lot of bands with the same mood but a little harder, The Gathering, Lacuna Coil, Anti-m, Xymox, Evanescence, Within Temptation are all bands I like, Xymox being more electronic than the others. Of course music is subjective so what I like you might not.Chasing the Ghost is in my most played ipod playlists as well as in my car and my home stereo."
1,Great value,"Great value. The camera bag was just the right size for my Nikon D3100. It held the lens, the camera body and accessories."
0,Worst Headboard Ever,"Let me first start out by saying that I thought this was going to go lovely with the matching platform bed that I ordered. It had a nice finish, though it was a bit darker than I originally thought it was. Everything was going well until I had to assemble to bottom board. It was two inches too short! We measured just to be sure. It's one thing to be short on one board but two!? Yes, the top board that went across the top was also too short. We double checked the instructions to make sure we were matching all the correct parts and we were. I was unable to assemble the headboard correctly due to errors made by the manufacturer. I will not be able to get a refund because according the refund policy, the item must be unopened and unassembled! How do we know if we need to return the item if we don't assemble it? Though I am happy with the bed that I ordered, I am extremely upset about the headboard and the inability to recieve my money back."
0,Not quite what I expected.,"I chose these earrings because of the yellow and white gold combo. They felt quite flimsy when I got them. I do like a lightweight earring, but not a flimsy one. The studs on these are not attached as firmly as I would like. One has already come off. They are however very pretty. The quality was just not what I expected."
1,As the Crow Flies,I enjoyed reading this book. A typical Jeffrey Archer novel with little twists that kept me reading until the satisfactory ending.
1,Review,This book says you all about Firewall & Internet Securities. This is written comparatively in easy language and is useful also to non technical persons.
0,Great Monitor .....until u own it for a few months....,I bought this monitor from an online retailer about 3 months ago. First month went well and I loved the richness of color and the controls and features it offered.Second month started to notice every once in a while the monitor would flicker in certain parts of screen.Third and final month I wake up and turn on the monitor to see a bright red patch of color in one corner. The lower corner had a bright green patch of color. I turned it off.... and waited 30 mins. Nope still there. Checked my video card with a different monitor and it was fine. Then I tried the p220 again and now it got worst. I had a bright blue screen plus a red patch in one corner and a green patch in another.I will never buy viewsonic again useless they show that they have corrected there flaws in this monitor and higher grade monitors. As they seem to have quality issues..
1,Legit BL-5C battery from CCMACCESSORIES,"I was having difficulty finding a legit Nokia BL-5C battery for my Nokia X2-01 cell phone. Much of what I found had pictures which did not match the description; for example, the picture indicated a certain mah rating, while the product description listed another. The battery I got from CCMACCESSORIES is legit (same mah rating as the battery included with the phone (1020 mah), has the Nokia hologram, and was in seemingly tamper-proof packaging) and is working just as well as the original.There are a number of sellers offering this battery - I can't speak for the others, since I did not purchase from them. I chose CCMACCESSORIES because they had the highest rating of those selling the battery as new."
0,Este libro es la guía de teléfonos,"Con todas estas estrellas dadas por lectores truchos caímos en la trampa y lo compramos. Amazon no debería suprimir sistemáticamente las críticas negativas, y ofrecer información más objetiva a sus clientes. Este libro es aburrido y pretencioso."
0,"Interesting, But Not Gripping","I must agree witht he reviewer who commented about the book being written by committee. The narrative is choppy and lacking not only key details, but also historical background. Because it's an autobiography, I don't necessarily think that it's fair to damn the book for being self-centered; it IS about him. I do feel, however, that the book needs better editing and a bit more self-examination.It's an okay addition to one's list of books about Everest expeditions - which I must admit, I've developed a morbid fascination with after recently re-reading ""Into Thin Air"". I wouldn't, however, use it as my primary source for information or impressions."
0,Very top heavy,"This tackle box has a lot of space, but the equipment it comes with sucks! It also is top heavy so when you extend out the trays it falls over and your tackle gets everywere! I threw it out and bought this which I am very happy with.Plano 3500 Size Tackle Box[...]"
1,Electric detector,A perfect tool when you need it to find out if there is power in the wiring. An essential tool for the DIY person.
0,DO NOT PURCHASE. WILL BREAK SOON AFTER USE,"I purchased this for my parents and after one use it no longer works. Everything powers on, though no audio can be heard. I've checked all connections, tried new batteries, tried charging and recharging. These are waste of money."
0,This camera stinks...,"This little hand-held portable camera was good at first, I thought that the picture and video quality was fine, but then, 2 weeks after I bought it, the screen broke, and I can't even use it as a webcam. So now, I have to manually try to delete pictures and it is very difficult to maneuver. Also, with a very small memory chip, you can take maybe 12 pictures before the memory is full. I would recommend spending that extra $20-$30 for a better camera as this is possibly one of the worst digital camcorders that I have ever seen."
0,i have listened to it a million times with my girlfriend- i cant f****** stand it,"My girlfriend bought this when it came out, and unwillingly i have listened to it nonstop since. My opinion is that this is nothing but a bunch of depressed emo whining about ex-girlfriends. If a girl gets you that depressed you are a dam fool who should just off yourself. The whole emo scene just pisses me off, all they do is whine and complain. I like my music with a positive message, or a socially aware, or a pissed off message like Madball, Vision Of Disorder, Hatebreed, Biohazard, stuff like that. Albums that people should check out instead of this would be Biohazard- Urban Discipline, Madball- Set It Off, Madball- Demonstrate My Style, Vision Of DIsorder- self titled"
1,This book sets the standards,"This book is chock full of wonderful investment advice. It will keep you out of trouble during difficult markets like the one we've been in this year. It will also help you make great money during bull markets.And the information is quite varied so the reader gets an intelligent view of the way markets are made, the way specialists work, the way of top trading strategies, and the way of the mutual fund business.In short, this is a great book for novice, intermediate, and advanced investors.I also recommend reading Market Wizards by Jack Schwager, though some of the interviews in those books are getting dated."
1,Good introduction to early California history,"This book covers the era when California (also known as Alta California) was a possession of Spain and Mexico. It is essentially a collection of first hand accounts from various people of this era.Since most, if not all, of these accounts were originally in Spanish, they require translation, and that is the book's one weakness: almost all the accounts read like they were written by the same person; some of the character of the individual writers is lost.Nonetheless, this is a good book, both readable and fast-moving. It is interesting that while we know a lot about the Revolutionary era and the founding of the United States, the topics in this book - which take place on the same continent at around the same time - are almost unknown. That, in itself, makes this book a good read."
0,Music Part did not work...,"could be just the one I purchased, but was one of the reasons I got it. Was not worth buying without."
0,Terrible,This thermometer does not give the accurate temperature(it reads 130 every afternoon and the actual temperature is about 85-90) and it does not stick to outdoor surfaces very well- it falls off when it rains. I would not recommend this product to anyone.
0,I wish I could get a response!,"I cannot review this Hairstyling Iron because although I was billed for it, I have never received it. I have sent emails to the seller and to Amazon and have had no response. My credit card company is now reviewing the charge. This is the first time I have ever had a problem with any item purchased through Amazon, and frankly, I am shocked that they have not done anything. I await a reply!"
0,Seriously . . .,"I am in no way a prude, but holy cow is this thing dangerous. The reason I am even looking it up on the web was because I was SURE there would be a recall on it. My wife got it for our 5 year old and besides not really cutting, it IS a tattoo needle. Can't think of any other reason to own it really except to do bad prison tats in your own home. Good thing my boy loves tattoos and we got him the pack of 500 tattoos(removable). I guess when he's older he can whip this thing out and get started on the real thing. Sheesh. Shame on you Crayola."
1,"The more you listen, the better it gets","The girl has grown up! Considering the other pop singers around when she came up especially, this album shows an amazing amount of thought, maturity, and nuance. The more I listen to it, the better it gets. ""Your Latest Mistake"" especially is a wry look at a break-up, and is so REAL. ""Most of Me"" just plain grown on you. Can't wait to see the next album."
1,So-So,"A perfectly good little book, but missing that, ""oh, my!"" factor that I ususally associate with books in the Blaze series."
0,Too Cold,"This is the worst Cold album ever.My favorite album is the first album13 ways to bleed on stage.The secondalbum wasn't that great but now they putout this crap which has no musical talenton it at all.It's slow,weak and depressing.There is not one heavy hard rockin'songon here.I wouldn't waste my time buyingthis album.Trust me this one sucks!!"
0,Skip this one,"Poorly filmed for a technical perspective, and the story was poorly written. Amateur-level acting with poor direction. Even if you are extremely bored, do not waste your time watching this movie."
0,Pure gossip,"If you want more information about the life of George Harrison, this book is DEFINITELY NOT the place to get it. It reads like something out of the National Enquirer. As is the case in most of his books, the author injects himself into it, in this case, making the most of a very short association with George, which his wife Olivia once described in a letter to a British newspaper as lasting ""about 10 minutes."" Because of that, the book has little in the way of solid information on George and actually deserves less than a one-star rating. How about a zero?"
1,"A good PDA, a bad price","While a bit weak compared to its more powerful bigger brothers, this is a passable PDA. The only problem is that it lacks the CF expansion port that has become so powerful as of late. Once the SD port becomes more expandable, this will be quite an adequate machine. Other things worth mentioning is that it is very light and has a very good screen..."
1,why not 7.1 ???????? technology gets better not worse,i am not sure why but i would have though it would be much easier to do a 7.1 mix on newer movies from 1994 to 2000 and beyond than movies dated from 1978 up till 1992 . well i belive its because of the lazy studies i mean come on . it may seem simple but if your gonna upgrade to blu ray then give us the full monty . and even with the original crew the first movie star trek sounded better thank the 2nd as each movie was watched the sound got worse and worse the first star trek sounds the best . this just dotn make sense the newer movies should sound better as they wear originaly mixed in 5.1 the older movies wear mixes in stnadered stereo so why is the older movies sound better than the newer ones makes no sense at all .
1,Dandy Warhols-Welcome to the Monkey House CD,"Great CD from 5-6 years ago. Bought the CD for the theme song from the Veronica Mars tv show (We Used to Be Friends). Saw the band live after buying the CD. Cd and band are an enjoyable listen. Wouldn't say I would sit and listen to the CD all the way through over and over, but there aren't many CDs I would. Transaction with the seller was easy and CD arrived safe and in great condition."
1,Well built and easy to use,"We actually bought two of these and have put them together to make a bigger version. This unit is REALLY meant to be used as shown, that shape is the most stable. If you do put two together the shape does not work out perfectly so we have used zip ties to attach the play yard to a railing to give it some extra stability. If you have wood or laminate floors you MUST use the pads or the play yard will slide all over the room.This has allowed us to give my son some room to play and it keeps him safe if I have to answer the door or go to the bathroom. He doesn't like to be in it all the time but there are times where he just plays for hours without even noticing I am sitting near by. It helps us contain the toys and it really helps contain him now that he is walking."
1,Good Printer,This printer came in a package i got about a year and a half ago and i just started using it in november of this year. it prints out good quality on BEST mode. on normal mode its really bad. my ink just ran out so 3 months or so the ink lasts. its time for me to upgrade but being a teenager i dont have the money.
1,Awesome Deal.,"I have to agree with everyone here. These shirts are outstanding. I workout six days a week and I like, better than anything else, clothes that don't wrinkle and don't look gnarly. This is totally true of these champions. I heard from a bunch of people that the Under Armor ones were great, but they were cost prohibitive. When I found out that I could get these ones at a far cheaper rate and of a similar material I jumped at the opportunity. I'm totally satisfied. They add to your appearance while retaining their shape and contour."
1,very comfortable shoes,My Mom has neuropathy in her feet and has a terrible problem with shoes. This shoe works very well for her. She wears a size 5WW which is very hard to find in shoe stores. I was able to get these on sale with Amazon's help. I couln't believe how quickly we received them... Great service....
1,Time for a New Edition,"I purchased this book in 2004 for it's original retail price of US$27.95. Now I see used copies selling for more than $300 on amazon.com. This book is a terrific analysis of what we now know, as the sub-title 'The Underrated Hazard' suggests, an extraordinarily prescient work outlining the causes and historical occurences of one of the earth's more destructive natural phenomenon, tsunamis.Please, CAMBRIDGE UNIVERSITY PRESS, encourage Mr. Bryant to update this extraordinarily informative book with an analyse of the earthquake and tsunami of December 26, 2004."
1,Worked great!,"After an exasperating experience of selling my house to picky buyers I found myself replacing outlets... I got tired of being shocked by the end... so in a spot where originally had been two outlets, I wanted to put only one. After searching all over town for this product, I found it on Amazon... whala... problem solved... and buyers none the wiser."
0,I LOVED THIS MOVIE!!! THAT'S WHY I GAVE IT 1 STAR!!!,"THIS MOVIE ROCKS!!! IT ROCKS SO MUCH THAT IT MAKES ME WANT TO GO OUT AND GET CABIN FEVER AND DIE!!! THIS MOVIE IS SOOOOOOOOOO AWESOME!!! THE ACTING IS AWESOME!!! THE BLOOD IS AWESOME!!! EVEN THE FACT THAT EVERYONE DIED WAS AWESOME!!! AW MAN, THIS MOVIE IS AWESOME!!! YOU'RE AWESOME!!! WE'RE AWESOME!!! GOSH, MAY HAMSTER IS AWESOME!!! MAAAAAAAAAAAAAAN I'M HIIIIIIIIIIIIGHHHHHHHHHH!!!!!!!!!!!!!!"
0,A cult SF figure publishing a completely cult APA publishing flake nonfiction,"The author is enamoured with a cult/near children's level fiction genre, is at times a completely amoral/antisocial kook genre APA editor and gives us a tour de force of his nearly complete intellectual illegitimacy with this tome. Everything he touches is flaky or vicious/antisocial discussion tactics. I deplore the anti-semetic remark another derogatory reviewer employed, but this author is alienated minority thinking/ethics, sometimes at its worst. Unless you are a pathetic kook like most of The Connection, or a pathetic arrested development case like most hardcore SF fans, ignore this author solely on the basis of his content. Even the former should avoid this one on the basis of his unethical/self-pitying/alienated/vicious discussion tactics as well. The (Libertarian) Connection is finally dying off for lack of interest. Why does this have to stay in print?"
0,Christmas Village,"The Fisher-Price Christmas Village was a big disappointment. I bought for my 2-year old grandson. It basically did nothing! I also bought him the Hannukah Family, which lit up and played two songs and cost about half as much."
1,An excellent resource !,"In an enjoyable and insightful manner, authors Thompson and Ware present a compelling analysis of George W. Bush's leadership skills and techniques. In ten (10) concise chapters the reader is presented with an equal number of practical lessons that are applicable to leaders (or potential leaders) within most any type of organization. Starting with an examination of the fundamental core values that drive President Bush, the authors develop a useful guide that is loaded with practical ""real world"" examples and references. I personally found the chapter on Intuitive Wisdom to be very useful and thought provoking.This book also serves as a powerful and timely corrective to much of the partisan nonsense that has been published in recent years regarding President Bush's capabilities. For all those truly interested in improving their management skills and those seeking diversity in thought and opinion, this one is a must read!"
0,Not exactly romance...,"Some of this book is good, a lot of it is so angsty and horrifying that you can only laugh to keep from crying. My favorite line: ""my dear wife, even though I took a whip to you in the stable and raped you, you must understand that I really love you."" Seriously, that's what really happened. I was rooting for different pairings the entire time. The ""hero"" is a truly awful person and this book is just a mess. It's definitely not a feel-good romance."
1,This is great,"Hi im 11 years old, I am reading this book in school> This book is great. Once you start you get so into it. I think you should get this book! Show it to your children all you mothers because they need to know about how the Jews And the Nazis. It has plenty of vivid vocabulary. This is some great book. The best book I have ever read!!!!"
0,"Awful, awful, awful","I don't think I could say enough bad things about this book. The dialog was stiff and unnatural. The plot was supremely unbelievable. Not only that, you were annoyed with the underdeveloped, useless characters for the fact that they even believed that such rubbish could be going on around them. There was subplot inside subplot inside subplot, none of which made any sense or tied together in any logical way. Unbelievaly bad. The good news is, it serves to give aspiring authors hope: if this got published, anything can!"
0,Dreadful flavor,"Had high hopes for this coffee, as a reviewer stated that it had a natural coconut favor. It is dreadful. The product smells like coconut, but has an awful chemical taste. It has a hideous flavor coupled with sickening vanilla background taste. To top things off, it leaves a bitter after taste in your mouth. This product is not drinkable."
0,Ok book.,"To be honest, i really could not get into the book. the story started out slow and i lost interest fast."
0,"throw your money out the window, or buy a Samsung tv","WE bought this tv from amazon, took FOREVER to get it.hooked it up and got the picture to work signed the paperwork and sent the delivery guy on his way, only to find out a few minutes later that the sound does not work.SOOO now we call samsung wait 15 minutes (because they are very busy helping other callers)they tell us to reset the tv,and it worked!!! until I hung up the phone, then it had already stopped working.SOOO I call them again 15 minutes later I get to talk to someone now they are sending someone out to fix it(A MONTH AGO)SOOO I called again today,(only 2 minutes this time) and becouse we are out of the 25 mile max distance for repair service it has to be authorized by some MORRON at SAMSUNG 5-7 more days if someone doesnt call, call us back. (will be my 5th call).SOOO word to the wise... dont buy the samsung, throw your money my way or out the window, it will be less headache and problems.This raiting is 0 stars for Samsung and Amazon"
1,Excellent performance and recording,"The Akoustic Band, in my opinion, is a truly unappreciated piano trio in terms of Jazz History. The energy level of the three performers is worn on their sleeves, similar to the Oscar Peterson trio and Makoto Ozone of today. Chick Corea's style has been historically proven, and Pattituci's phrasing and solos are as exciting as Weckl's complex and impressive rhythmic ideas.A great buy."
0,junk@!!!,Total junk-majorly disappointed in Kat's first single--I expected better and more from her. Don't know if she just wasn't feeling up to putting forth the effort but as a fan i must say it's lacking in quality. Hopefully the next one will be better.
1,SOME GREAT GUITAR WORK ON THIS ALBUM,"RIDE THE LIGHTNING IS THE GREATEST METALLICA ALBUM ALONG WITH MASTER OF PUPPETS.THIS SUPERB ALBUM CONTAINS CLASSICS LIKE FADE TO BLACK,FIGHT FIRE WITH FIRE,AND THE SUPER TITLE TRACK.VERY HIGHLY RECOMMENDED.A MUST IN EVERY CLASSIC ROCK COLLECTION."
1,Savory and inspiring recipes!,"I recently purchased this book and was immediately struck by the gorgeous photographs and mouth-watering recipes. Some are time-consuming, but Sarma and Matthew also provide quick recipes and advice for preparing raw food on the go. The organization and tasting/preparation notes make this book a great starting point for innovating in your raw (or vegan, or cooked, or ANY) kitchen. There is also a resource list in the back that directs the reader to sources for less common ingredients. These recipes will amaze you with their complexity and depth!"
1,Excellent New CD from Charmand Grimloch,"This Black Metal CD has excellent and outlandish keyboards of horror and mystery, blasting drums, strang lyrics.. what else could you want? yes i am silly."
1,A good movie,"forrest gump has got to be one of the best movie's of all time! it says it for itself. just watch the movie, and you too, will be moved. it's both funny and very emotional(especially when jenny dies and forrest's mommy). my fav. part is when forrest talks with forrest jr. at the bus stop. haley joel osment and tom hanks are so cute for their roles. tom hanks was BORN to play as Forrest Gump!"
0,"Doesn't Fit 42""","Says up to 42"" but not big enough for my Insignia LCD. Bummer, knew it was too good to be true."
0,Tower Heist,"Eddie Murphy's made a lot of bad films in the past couple of decades, and it's officially old hat to wax nostalgic about the glory days of Beverly Hills Cop and Coming to America. And while it would have been easy to dismiss Tower Heist as a probable bomb due to its outlandish premise, seemingly mismatched cast, and critically unimpressive director, well, it turned out to be another of 2011's pleasant surprises, thanks in large part to Murphy himself. The story centers on a group of luxury apartment employees who lose their pensions in a Ponzi scheme to a businessman and decide to take back what's theirs by ripping him off in an elaborate, well, tower heist. Aided by a star-studded cast that included Ben Stiller, Matthew Broderick, Tea Leoni, Casey Affleck, and Gabourey Sidibe, Tower Heist represented a return to form for Eddie Murphy. It's a fun little popcorn movie that'll probably do a decent job of keeping you entertained on a Saturday night."
0,An unscientifc and pretencious book that does no good !,"It seems that most critisism against homosexuality comes from the Christian corner of society. Therefore it is especially sad that someone who has a ""Ph.D."" in his title is hiding his true religious prejudice before a mask of science. There is no cure for it, because it is not a disorder - any Christian who personally knows gays or lesbians AND uses his brain to think about it recognizes that. Please don't buy this book ! It is a threat to young gay people who are still unsure about their own being homosexual. By the way: To be gay and to believe in God is no contradiction. I live with it very well and thousands of other gays too - just think of all the homosexual priests ! Jesus is fun, but love, too."
0,a sort of nixon in drag,"why can't i find this title listed in horror?(but i am forgeting. no words, no comment. there, all done.)"
0,arrived broken,"it arrived the morning we were leaving for a camping trip so I packed it in the car still boxed up. The hinge that keeps the grill closed up came broken. SO, the whole idea of a portable grill is sort of lost with this plastic tray flapping around and the grill doesn't stay closed.The grill itself worked great. We still used it on our trip and cooked almost every meal on it.My advice is to inspect it thoroughly before you end up on a trip with no other options!"
0,Rock? That was so funny I forgot to laugh!,"I like the songs, they're nice to listen to and i think she has a pretty nice voice on the cd. it's raspy just like mine. but if it's live i wanna rip my hair out, without all the enhancing done in the studio she's awful and i would rather eat dirt than listen to it. and she's definately not rock, that would require her to write her own lyrics AND music. she says she doesn't wanna be pop, well looks like that's what she is. another pop singer that can't sing live and couldn't write her own music if her life depended on it. maybe i'll use the cd as a coaster. hmmmm..."
0,I'm so disappointed,"Made the sourdough recipe twice (I thought perhaps I had made a mistake the first time). Both times it came rising out of the machine, stuck to the lid, down the sides, etc. I know my machine takes a maximum 1.5 pound loaf - and that's the recipe I used. 1.5 pound loaves bake OK with the cookbook that came with the machine. Finally got the recipe to work using 1/2 of the 2 pound recipe. Now I'm wondering if I have to recalculate all the recipes. I'm afraid to try any others."
